title;name;location;requirements;language_req;sector;salary
Mid Market Executive;Lyreco;Országosan bárhonnan végezhetõ, Hungary;Mi lesz a sikered kulcsa? ? B2B értékesítési tapasztalattal rendelkezel (preferált)? Kiváló tárgyalási, kapcsolatépítési és prezentációs készség, jó kommunikáció, hatékony problémamegoldás jellemez? Tapasztalt vagy ügyfélszerzési és ügyfélkezelési területen? Növekedési szemlélettel rendelkezel? Rugalmas vagy és alkalmazkodóképes? Motivált és eredményorientált vagy? Tapasztalatod van panaszkezelésben? Azonosulsz értékeinkkel, és ez munkavégzésedben is megnyilvánul? Kommunikációs szintû angol nyelvtudással rendelkezel? Igazi Hunter vagy;Angol felsõfok;Értékesítés; 
Drogéria értékesítési munkatárs;Müller Drogéria Magyarország Bt.;4031 Debrecen, Kishatár utca 1.;Kereskedelemben szerzett tapasztalat.Középiskolai végzettség.Vevõcentrikus gondolkodásmód, barátságos hozzáállás.Ápolt, igényes megjelenés, udvarias magatartás.Kiváló kommunikációs készség, magabiztosság.;Nem igényel nyelvtudást;Szakmunka;
Hûtõ-klíma és hõszivattyú szerelõ munkatárs;Klíma-Futár Kft.;Rugalmas munkavégzési hely - Hajdú-Bihar megye;Ipari klíma és hõszivattyú berendezések szerelési képzettségönálló munkavégzés                                        Légtechnikai rendszerek szervízelése, karbantartása és üzemeltetése során felmerülõ feladatok ellátásaKülönbözõ klímarendszerek, légtechnikai berendezések telepítése;Nem igényel nyelvtudást;Szakmunka;Nettó 300e - 500e Ft havi bér
Páciens koordinátor;SANIS-MED BT.;Debrecen;Tárgyalóképes NÉMET nyelvtudás (nem a nyelvvizsga a fontos, hanem hogy magabiztos legyen a németed!)Átlagon felüli szervezõ-, problémamegoldó- és kommunikációs készségPozitív kisugárzású, megoldásokban gondolkodó, konstruktív, mosolygós személyiségMegbízható, precíz és dinamikus munkavégzésCsapatszellem, elhivatottságHatározottság, kiemelkedõ empátia és monotonitástûrõ képességFelhasználói szintû számítógép kezelés (Word, Excel, Internet)Ügyfélközpontú szemléletmódElõnyként kezeljük, ha már vannak egészségügyi ismereteid, ügyfél-koordinátori, esetleg értékesítési tapasztalatod, vagy dolgoztál már a turizmusban, elláttál szervezõi feladatkört. Tehát nem árt, ha rutinosan mozogsz ebben a világban és eddig is hasonló készségeket elváró munkakörben dolgoztál!;Német középfok;Ügyfélszolgálat;
DevOps Engineer;think and vision Kft.;Home Office;Educational background in Computer Science or Engineering or similar working experienceA strong aptitude for IT and the interest and drive to expand your IT skill set3+ years hands-on experience in the IT or software field preferredBasic knowledge and hands-on experience with scripting languages (such as Python, PowerShell, Bash)Basic knowledge about the usage of SQL database queries and designs preferredStrong written and verbal English communication skills;Angol középfok;IT Fejlesztés;
Minõségügyi mérnök;A Tekt Kft., a Miell cégcsoport tagja;Országosan bárhonnan végezhetõ;Core tool technikák és minõségügyi eszközök készség színtû ismerete (APQP, PPAP, FMEA, CP, SPC, MSA, R&R, 8D) Autóiparban szerzett releváns szakmai tapasztalat  Minimum 3 év hasonló munkakörben szerzett tapasztalatAngol nyelv magabiztos használataNyitott, motivált személyiségRugalmas munkavégzési hely vállalása;Angol középfok;Mérnök;
Építésvezetõ;BIRSCH CONSTRUCT Kft.;Rugalmas munkavégzési hely - Borsod-Abaúj-Zemplén megye, Hajdú-Bihar megye, Heves megye, Nógrád megye;Szakmai tapasztalat és egyéb elvárásokÉpületszerkezetek, építési technológiák ismereteTöbb éves szakmai tapasztalat, projektek koordinálásában szerzett tapasztalat,Költségtudatos szemléletmód és alapvetõ mûszaki és gazdasági ismeretek,MS Office, elektronikus adminisztrációban való jártasság,B kategóriás jogosítvány. Személyes kompetenciákFelelõsségvállalásKövetkezetességJó szervezõ- és problémamegoldó készség,Kiváló kommunikációs képesség,Határozott, magabiztos fellépés,Rugalmasság.;Nem igényel nyelvtudást;Építõipar;
Karbantartó szakmunkás (lakatos, vagy csõszerelõ végzettséggel);Debreceni Vízmû Zrt.;4032 Debrecen;"Csõszerelõ vagy lakatos, szerkezetlakatos szakirányú szakmunkás végzettség;Esztergályos ismeretek és gyakorlat;Ív és lánghegesztõ gyakorlat;Érvényes tûzvédelmi szakvizsga;B kategóriás jogosítvány;önállóság, kreativitás, felelõsségtudat;Szakmai tapasztalat karbantartói munkakörben.";Nem igényel nyelvtudást;Szakmunka;
Director of Retail Sales;FELFÖLDI Édességgyártó Kft;Debrecen;Typically must be having networks of clients in food industry that you already do business with on a regular basis. (active trade/business connection with retail stores like Aldi, Auchan, Kaufland, Carrefour, Cora, Lidl, Leclerc, Casino, Metro etc.)You have an ambitious nature with the drive to achieve and exceed targets.Self-motivation, with the ability to work autonomously, using your time effectively and planning efficiently.You are naturally engaging, with the people and presentation skills necessary to demonstrate your dynamic personality and to win trust.You have a passion for sales such that you can be a true advocate of the company’s brand portfolio.You have excellent English language and presentation skills plus ideally, working knowledge of a third language.You must be eligible to work in the EU.;Angol felsõfok;Értékesítés;
COMPLIANCE MANAGER (ACCOUNTING & TAX SUBJECT MATTER EXPERT);TMF Magyarország Kft;Országosan bárhonnan végezhetõ;Mérlegképes könyvelõi regisztrációvalLegalább 7-10 év szakmai tapasztalattal a számvitel és adózás területénJól kommunikálsz magyarul és angolul (írásban és szóban is) mind az ügyfelekkel, mind a kollégákkalFolyamat és fejlesztésorientált hozzáállásod vanÖrömmel osztod meg szakmai tudásodat kollégáiddalSzeretsz és tudsz is önállóan döntést hozni szakmai kérdésekbenJól tudsz priorizálni és beosztani az idõdet, a határidõk nem jelentenek problémát;Angol középfok;Pénzügy;
Ebédkiszállító;Baptista Tevékeny Szeretet Misszió;Rugalmas munkavégzési hely - Hajdú-Bihar megye;Hogyha nyitott, másokhoz könnyen alkalmazkodó, rugalmas, kedves személyiségnek érzed magad, aki képes az önálló, lendületes munkavégzésre, illetve lehetõleg már rendelkezik hasonló jellegû munkatapasztalattal, akkor pontosan Te vagy a mi emberünk.Rendelkezned kell saját gépjármûvel és B-kategóriás jogosítvánnyal.Olyan csapattagot keresünk, aki jó megjelenésével és kiváló kommunikációs készségével hitelesen képviseli szervezetünk értékeit.Olyan munkatársat, aki türelmes, megbízható és nem riad vissza a felelõsségvállalástól sem.Hogyha jó az állóképességed, szereted az aktív munkát, a kocsikázást, terhelhetõnek és fittnek érzed magad, akkor ezt a munkát Neked találták ki!;Nem igényel nyelvtudást;Szakmunka;
Szerviz technikus;Lux Hungária Kft.;Országosan bárhonnan végezhetõ;Vízvezetékszerelõ vagy épületgépész végzettségMérnök, technikus, szakmunkás végezettséggel rendelkezõ álláskeresõk jelentkezését is várjukB kategóriás jogosítvány1-3 év hasonló területen szerzett tapasztalat elõny, de pályakezdõk jelentkezését is várjukEredményorientált személyiség;Nem igényel nyelvtudást;Szakmunka;"Nettó 400e Ft havi bér


"
Területi képviselõ;NCH Hungary Kereskedelmi Kft.;Rugalmas munkavégzési hely - Bács-Kiskun megye, Békés megye, Borsod-Abaúj-Zemplén megye, Csongrád-Csanád megye, Hajdú-Bihar megye, Heves megye, Jász-Nagykun-Szolnok megye, Nógrád megye, Pest megye, Szabolcs-Szatmár-Bereg megye;minimum középfokú végzettség,alapszintû számítógépes felhasználói ismeretek,értékesítõi szemlélet,kiváló szervezõ és kommunikációs képesség,saját gépjármû használata,saját vállalkozás megléte,angol nyelvtudás;Angol középfok;Értékesítés;
Logistics Specialist;4flow;Home Office;You give us confidence to believe that you’ll contribute to the growth of our company with your personality, skills, knowledge, and experienceYou have just started your career or you are an experienced professional in the field of supply chain and logistics - we have open positions for all levelsYou can quickly prioritize during busy periods and still communicate in a friendly and solution-oriented wayYou are confident in using IT systems and have strong communication skills in EnglishYou are interested in the field of logistics and enjoy working in a dynamic and international environment;Angol középfok; ;
Supply Chain Analyst;4flow;Home Office;You give us confidence to believe that you’ll contribute to the growth of our company with your personality, skills, knowledge, and experienceYou have university degree focused on supply chain management, logistics or transportation managementYou have gained some practical experience in transportation, automotive or consulting through internships or other meansYou can work in a conceptual and structured way and have an affinity for numbersYour communication skills in English are very good and you are proficient in MS ExcelYou hold a strong interest in supply chain topics and are motivated to work with international teams in an exciting environment;Angol középfok; ;
Product Management Assistant/termékmenedzsment asszisztens (SAP);Apex Tool Group Hungária Kft.;Anywhere nationwide;"Experience as Assistance, Administrator or similar field in an international environmentExperience with SAPMS-office experience, good Excel skillsUnderstanding and experience with PIM systemFluent in English is mandatoryFlexible, organized and task-orientedIndependent, reliable and conscientious working in a team; service and customer oriented, good communication skillsDetail-orientedStress tolerant, resilient and self-confidentHigh energy and sense of urgency";Angol felsõfok;Marketing;
Raktári operátor;GRAVIC Hungary Kft.;Debrecen;Raktári operátori tapasztalatÉrvényes targoncavezetõi engedély és gyakorlatSzámítógépes ismeretekAngol nyelvismeret elõnyHatékony, önálló és pontos munkavégzés;Nem igényel nyelvtudást;Gyártás;
Üzletkötõ munkatárs;Webeye Magyarország Kft.;Országosan bárhonnan végezhetõ;Van már tapasztalod értékesítésben vagy abban, hogy teremts érdemi üzleti kapcsolatot egy új ügyféllelKönnyen teremtesz kapcsolatot számodra idegen emberekkel, hamar megnyered és meggyõzöd õketProaktív vagy és mindig a megoldásra törekszel, nem léteznek számodra akadályokIsmered és jól használod a különbözõ kommunikációs fogásokat/értékesítési technikákat Ügyfél-centrikus hozzáállásod által biztosítod ügyfeleid folyamatos elégedettségétMegbízhatóság és nagyfokú önállóság jellemezMinimum középfokú végzettséggel rendelkezel és nem okoz gondot, ha angolul is kell kommunikálnodKereskedelmi vagy CRM rendszerek ismerete elõnyt jelent, de nem feltétel;Angol alapfok;Értékesítés;
TB ügyintézõ - bérszámfejtõ;KEVIÉP Kft.;Debrecen;Szakirányú( TB ügyintézõi végzettség )Felhasználó szintû informatikai ismeretek( BABÉR bérprogram ismerete elõnyt jelent)Kifizetõhelyi szakmai tapasztalatÖnálló, pontos  munkavégzésJó probléma megoldó készség Munkavégzés helye : DebrecenMunkabér : Megegyezés alapján.;Nem igényel nyelvtudást;HR;
Ápoló;FMC Dialízis Center Kft.;Budapest, Kecskemét, Vác, Pécs, Sopron, Miskolc, Salgótarján, Nagykanizsa, Eger, Hatvan, Cegléd, Kiskunfélegyháza, Debrecen, Szigetvár;Akinek Ápoló OKJ 54 vagy OKJ 55, felnõtt szakápolói, vagy ezzel megegyezõ szintû végzettsége vanAkinek van érvényes mûködési engedélye és kamarai tagságaAki három Covid 19 elleni védõoltással rendelkezik;Nem igényel nyelvtudást;Szakmunka;
Call Center Telefonos Munkatárs;Vodafone Magyarország Zrt.;Otthonról végezhetõ;Minimum érettségi bizonyítvánnyal rendelkezelA Microsoft Office alkalmazásokat felhasználói szinten ismeredKiváló a szóbeli és írásbeli kommunikációdMagas szintû problémamegoldó képességgel bírszÜgyfélközpontú a szemléletmódod Pozitív hozzáállásra és lelkiismeretes munkavégzésre törekszelAz angol nyelvtudásod elõnyt jelent;Nem igényel nyelvtudást;Ügyfélszolgálat;
Ügyintézõ angol nyelvtudással;Prim-Vol Trade Kft.;4030 Debrecen;minimum középfokú végzettségaktív angol nyelvtudás felsõfokon szóban és írásban;Angol felsõfok;Értékesítés;
Területi értékesítési vezetõ (HORECA) - Hajdú-Bihar és Szabolcs-Szatmár-Bereg megye;Dreher Sörgyárak ZRt.;Rugalmas munkavégzési hely - Hajdú-Bihar megye, Szabolcs-Szatmár-Bereg megye;Egyetemi/ fõiskolai diploma (lehetõleg gazdasági/ kereskedelmi területen)3-5 éves elsõsorban multinacionális és/vagy FMCG cégnél szerzett értékesítési tapasztalatEmberek irányításában szerzett 2-3 éves tapasztalatKommunikációképes angol nyelvtudásFelhasználói szintû számítógépes ismeretek (Word, Excel)B kategóriás jogosítványErõs üzleti szemlélet, valamint megalapozott tervezési és prioritáskezelési képességHatékony kommunikáció, eredményes kapcsolatépítési és ügyfélkezelési gyakorlatMagabiztos meggyõzési és befolyásolási képesség, eredményes tárgyalástechnikai gyakorlatEredmény-orientáció és felelõsségvállalásMagabiztos vezetõi készségek (teljesítménymenedzsment, ösztönzés, fejlesztés és támogatás)Preferált lakóhely: Hajdú-Bihar és Szabolcs-Szatmár-Bereg megye környéke;Angol középfok;Értékesítés;
Hentes;ALASZKA Kft.;4220 Hajdúböszörmény, Baltazár Dezsõ utca 4.;- Önálló munkavégzés- Önmagára környezetére igényes- terhelhetõség, megbízhatóság- szakmai tapasztalat- szakirányú végzettség elõnyt jelent;Nem igényel nyelvtudást;Szakmunka;
Közösségi média szakértõ (magyar nyelvtudással); ;Országosan bárhonnan végezhetõ;Magyar nyelven folyékonyan kommunkál vagy anya nyelvû, ismeri a helyesírás szabályaitLegalább 1 éves tapasztalata van üzleti oldalak és közösségi média profilok vezetésébenKommunikációs készségei magas szintûekAz írásbeli készsége kiválóKreatívPozitív hozzáállásúKépes megoldást keresni és találni a felmerült problémákraSzervezettFolyékonyan beszél angolul;Angol középfok;Marketing;Nettó 300e Ft havi bér
